Transaction Date,Post Date,Description,Category,Type, Amount ,Memo
2/3/2025,2/4/2025,Dott bike ride,Commute,Sale, $(1.30),
2/3/2025,2/4/2025,Dott bike ride,Commute,Sale, $(1.30),
2/4/2025,2/5/2025,PHARMACIE DU PAR2466581,Health & Wellness,Sale, $(62.11),Armbrace
2/5/2025,2/6/2025,GA DRIVER SVCS ONLINE,Bills & Utilities,Sale, $(27.00),
2/5/2025,2/6/2025,LIDL      3216,Groceries,Sale, $(14.39),Lidl
2/5/2025,2/6/2025,SC.FRANPRIX,Groceries,Sale, $(11.50),Franprix
2/6/2025,2/7/2025,LIDL      3216,Groceries,Breakfast/Lunch, $(6.34),Lidl
2/6/2025,2/7/2025,Dott bike ride,Commute,Sale, $(1.31),
2/7/2025,2/9/2025,ROYAL DE DIJON  2449541,Food & Drink,Dinner, $(9.37),
2/7/2025,2/9/2025,Dott bike ride,Commute,Sale, $(1.30),
2/8/2025,2/9/2025,MC DO XL ROLLIN 4963446,Food & Drink,Snacks, $(10.10),
2/8/2025,2/9/2025,Dott bike ride,Commute,Sale, $(1.30),
2/9/2025,2/10/2025,PHENIX BOL,Food & Drink,Dinner, $(28.83),
2/9/2025,2/10/2025,Dott bike ride,Commute,Sale, $(1.30),
2/11/2025,2/12/2025,Dott bike ride,Commute,Sale, $(1.29),
2/12/2025,2/13/2025,Dott bike ride,Commute,Sale, $(1.30),
2/13/2025,2/14/2025,AU PAIN DU CAVAL,Food & Drink,Breakfast/Lunch, $(10.43),
2/13/2025,2/14/2025,Dott bike ride,Commute,Sale, $(1.30),
2/13/2025,2/14/2025,Dott bike ride,Commute,Sale, $(1.30),
2/14/2025,2/16/2025,RATP,Travel,Sale, $(36.64),Metro
2/14/2025,2/16/2025,LE CAFE DE LA GA,Food & Drink,Dinner, $(23.13),
2/14/2025,2/16/2025,M OLIVIER GONOT,Groceries,Sale, $(13.47),Chicken
2/14/2025,2/16/2025,SC-DEUX FRERES,Groceries,Sale, $(6.18),Eggs
2/14/2025,2/16/2025,Dott bike ride,Commute,Sale, $(1.31),
2/15/2025,2/16/2025,LIDL      3216,Groceries,Sale, $(30.06),LIdl
2/15/2025,2/16/2025,Dott bike ride,Commute,Sale, $(1.31),
2/16/2025,2/17/2025,PARIT1 COMPTOIRS,Food & Drink,Snacks, $(10.41),
2/17/2025,2/18/2025,Dott bike ride,Commute,Sale, $(1.31),
2/17/2025,2/18/2025,Dott bike ride,Commute,Sale, $(1.31),
2/18/2025,2/20/2025,PISCINE J. BAKER2625434,Entertainment,Sale, $(29.42),Pool
2/18/2025,2/19/2025,SC.FRANPRIX,Groceries,Snacks, $(3.82),Franprix
2/18/2025,2/19/2025,Dott bike ride,Commute,Sale, $(1.31),
2/18/2025,2/19/2025,Dott bike ride,Commute,Sale, $(1.31),
2/19/2025,2/20/2025,SUMUP  *3K CHICK,Food & Drink,Snacks, $(6.82),
2/19/2025,2/20/2025,SC.FRANPRIX,Groceries,Snacks, $(6.12),Franprix
2/19/2025,2/20/2025,Dott bike ride,Commute,Sale, $(1.31),
2/19/2025,2/20/2025,Dott bike ride,Commute,Sale, $(1.31),
2/20/2025,2/21/2025,Dott bike ride,Commute,Sale, $(1.31),
2/20/2025,2/21/2025,Dott bike ride,Commute,Sale, $(1.31),
2/21/2025,2/23/2025,ROYAL DE DIJON  2449541,Food & Drink,Dinner, $(12.08),
2/21/2025,2/23/2025,Dott bike ride,Commute,Sale, $(1.31),
2/22/2025,2/23/2025,Sunday*La Felicita,Food & Drink,Dinner, $(20.80),
2/22/2025,2/24/2025,L'EMBARCADERE,Food & Drink,Beer, $(15.76),
2/22/2025,2/24/2025,L'EMBARCADERE,Food & Drink,Beer, $(8.93),
2/22/2025,2/23/2025,Dott bike ride,Commute,Sale, $(1.31),
2/22/2025,2/23/2025,Dott bike ride,Commute,Sale, $(1.31),
2/23/2025,2/24/2025,AU PAIN DU CAVAL,Food & Drink,Breakfast/Lunch, $(9.46),
2/23/2025,2/24/2025,SC.FRANPRIX,Groceries,Sale, $(8.77),Franprix
2/23/2025,2/24/2025,LE DISQUE BLEU,Food & Drink,Beer, $(7.36),
2/23/2025,2/24/2025,Dott bike ride,Commute,Sale, $(1.31),
2/24/2025,2/25/2025,LIDL PARIS 13,Groceries,Sale, $(12.43),Lidl
2/24/2025,2/25/2025,SCBUREAU VALLEE,Shopping,Sale, $(6.28),Pen & Notebook
2/24/2025,2/25/2025,Dott bike ride,Commute,Sale, $(1.31),
2/25/2025,2/26/2025,SUMUP  *SELLAMI AMAL DELI,Groceries,Breakfast/Lunch, $(11.58),Market Sandwichs
2/25/2025,2/26/2025,SC-DEUX FRERES,Groceries,Sale, $(6.21),Eggs
2/26/2025,2/27/2025,FRANCK PROVOST,Health & Wellness,Sale, $(31.56),Haircut
2/26/2025,2/27/2025,PHARMACIE DU PAR2466581,Health & Wellness,Sale, $(16.73),Lens Solution
2/26/2025,2/27/2025,TOLBIAC         2949543,Food & Drink,Snacks, $(8.10),Snacks
2/26/2025,2/27/2025,TOLBIAC         2949545,Entertainment,Sale, $(6.21),Movie
2/27/2025,2/28/2025,FGT*SHAKYKNEESFGT,Entertainment,Sale, $(345.80),Concert
2/27/2025,3/2/2025,UGC BORNES BERCY2412499,Entertainment,Sale, $(6.21),Movie
2/27/2025,3/2/2025,UGC BERCY       2412506,Entertainment,Sale, $(6.11),Movie
2/28/2025,3/2/2025,RATP,Travel,Sale, $(23.61),Metro
2/28/2025,3/2/2025,M OLIVIER GONOT,Groceries,Sale, $(15.74),Chicken
2/28/2025,3/2/2025,SUMUP  *SELLAMI AMAL DELI,Groceries,Breakfast/Lunch, $(12.07),Market Sandwichs
2/28/2025,3/3/2025,SUB BNF,Food & Drink,Dinner, $(9.34),
2/28/2025,3/2/2025,MONOPRIX        4653484,Groceries,Snacks, $(2.89),Monoprix
2/28/2025,3/2/2025,Dott bike ride,Commute,Sale, $(1.31),
3/1/2025,3/2/2025,NORMAL PARIS PASSAGE DU H,Groceries,Snacks, $(4.59),
3/1/2025,3/2/2025,Dott bike ride,Commute,Sale, $(1.30),
3/1/2025,3/2/2025,Dott bike ride,Commute,Sale, $(1.30),
3/2/2025,3/4/2025,KFC PARIS PL ITA2925078,Food & Drink,Snacks, $(6.67),
3/3/2025,3/4/2025,LIDL     3212,Groceries,Sale, $(22.70),Lidl
3/4/2025,3/5/2025,APPLE.COM/BILL,Bills & Utilities,Sale, $(2.99),
3/5/2025,3/6/2025,Dott pass,Commute,Sale, $(10.62),
3/5/2025,3/5/2025,PLAN FEE - FGT*SHAKYKNEES,Fees & Adjustments,Sale, $(2.74),
3/5/2025,3/6/2025,Dott bike ride,Commute,Sale, $(1.33),
3/5/2025,3/6/2025,Dott bike ride,Commute,Sale, $(1.33),
3/5/2025,3/6/2025,Dott bike ride,Commute,Sale, $1.31 ,
3/6/2025,3/7/2025,RATP,Travel,Sale, $(24.30),Metro
3/7/2025,3/9/2025,ROYAL DE DIJON  2449541,Food & Drink,Dinner, $(11.40),
3/8/2025,3/10/2025,GL HAUSSMANN    2933415,Shopping,Sale, $(9.75),Journal
3/8/2025,3/9/2025,Dott bike ride,Commute,Sale, $(1.36),
3/10/2025,3/11/2025,LYON 2025,Entertainment,Sale, $(101.29),Water Polo 
3/10/2025,3/12/2025,ROYAL DE DIJON  2449541,Food & Drink,Dinner, $(9.79),
3/10/2025,3/11/2025,Dott bike ride,Commute,Sale, $(1.36),
3/10/2025,3/11/2025,Dott bike ride,Commute,Sale, $(1.36),
3/11/2025,3/13/2025,LE TENNESSEE    2509536,Food & Drink,Beer, $(12.59),
3/11/2025,3/12/2025,Dott bike ride,Commute,Sale, $(1.37),
3/11/2025,3/12/2025,Dott bike ride,Commute,Sale, $(1.36),
3/11/2025,3/12/2025,Dott bike ride,Commute,Sale, $(1.36),
3/11/2025,3/12/2025,Dott bike ride,Commute,Sale, $(1.36),
3/12/2025,3/13/2025,STOCK II        2949503,Clothes,Sale, $(21.90),
3/12/2025,3/13/2025,LIDL 3685,Groceries,Sale, $(19.64),Lidl
3/12/2025,3/13/2025,LE TEMPS DES MOI,Food & Drink,Breakfast/Lunch, $(14.23),
3/12/2025,3/13/2025,Dott bike ride,Commute,Sale, $(1.37),
3/12/2025,3/13/2025,Dott bike ride,Commute,Sale, $(1.37),
3/12/2025,3/13/2025,Dott bike ride,Commute,Sale, $(1.37),
3/13/2025,3/16/2025,PISCINE J. BAKER2625434,Entertainment,Sale, $(30.62),Pool
3/13/2025,3/14/2025,AU PAIN DU CAVAL,Food & Drink,Breakfast/Lunch, $(10.50),
3/13/2025,3/14/2025,Dott bike ride,Commute,Sale, $(1.37),
3/13/2025,3/14/2025,Dott bike ride,Commute,Sale, $(1.37),
3/14/2025,3/16/2025,FREE MOBILE     4119085,Bills & Utilities,Sale, $(23.97),
3/14/2025,3/17/2025,LE CAFE DE LA GA,Food & Drink,Dinner, $(22.92),
3/14/2025,3/16/2025,SC-DEUX FRERES,Groceries,Sale, $(7.08),Eggs
3/14/2025,3/16/2025,Dott bike ride,Commute,Sale, $(1.36),
3/15/2025,3/16/2025,LE POINCONNEUR D,Food & Drink,Dinner, $(20.74),
3/15/2025,3/16/2025,Dott bike ride,Commute,Sale, $(1.36),
3/15/2025,3/16/2025,Dott bike ride,Commute,Sale, $(1.36),
3/16/2025,3/17/2025,Spotify USA,Bills & Utilities,Sale, $(11.99),
3/16/2025,3/17/2025,FRANPRIX BERCY,Groceries,Sale, $(11.45),Franprix
3/16/2025,3/17/2025,PARIT1 COMPTOIRS,Food & Drink,Snacks, $(7.59),
3/16/2025,3/17/2025,Dott bike ride,Commute,Sale, $(1.36),
3/16/2025,3/17/2025,Dott bike ride,Commute,Sale, $(1.36),
3/17/2025,3/19/2025,ROYAL DE DIJON  2449541,Food & Drink,Dinner, $(11.48),
3/17/2025,3/18/2025,Dott bike ride,Commute,Sale, $(1.37),
3/17/2025,3/18/2025,Dott bike ride,Commute,Sale, $(1.36),
3/18/2025,3/19/2025,Dott bike ride,Commute,Sale, $(1.37),
3/18/2025,3/19/2025,Dott bike ride,Commute,Sale, $(1.37),
3/19/2025,3/20/2025,LIDL      3216,Groceries,Sale, $(25.09),Lidl
3/19/2025,3/20/2025,Dott bike ride,Commute,Sale, $(1.37),
3/19/2025,3/20/2025,Dott bike ride,Commute,Sale, $(1.37),
3/20/2025,3/23/2025,FROG BERCY VILLA,Food & Drink,Dinner, $(28.74),
3/20/2025,3/21/2025,Dott bike ride,Commute,Sale, $(1.37),
3/20/2025,3/21/2025,Dott bike ride,Commute,Sale, $(1.37),
3/21/2025,3/23/2025,M OLIVIER GONOT,Groceries,Sale, $(10.92),Chicken
3/21/2025,3/23/2025,SC-DEUX FRERES,Groceries,Sale, $(7.53),Eggs
3/21/2025,3/23/2025,LUCIE BIO,Food & Drink,Snacks, $(6.11),
3/21/2025,3/23/2025,Dott bike ride,Commute,Sale, $(1.36),
3/22/2025,3/23/2025,Dott bike ride,Commute,Sale, $(1.36),
3/22/2025,3/23/2025,Dott bike ride,Commute,Sale, $(1.36),
3/23/2025,3/24/2025,TORTILLA 75012,Food & Drink,Dinner, $(15.75),
3/23/2025,3/24/2025,FIVE GUYS 1     4384145,Food & Drink,Snacks, $(8.42),
3/23/2025,3/24/2025,DELICES GLACIERE,Food & Drink,Snacks, $(8.36),
3/23/2025,3/24/2025,Dott bike ride,Commute,Sale, $(1.36),
3/24/2025,3/25/2025,Dott bike ride,Commute,Sale, $(1.36),
3/24/2025,3/25/2025,Dott bike ride,Commute,Sale, $(1.36),
3/25/2025,3/26/2025,PHARE ST LOUIS,Food & Drink,Dinner, $(17.70),
3/25/2025,3/27/2025,NOVETTINO       2132364,Food & Drink,Breakfast/Lunch, $(11.62),
3/25/2025,3/26/2025,Dott bike ride,Commute,Sale, $(1.36),
3/25/2025,3/26/2025,Dott bike ride,Commute,Sale, $(1.35),
3/26/2025,3/27/2025,Dott bike ride,Commute,Sale, $(1.35),
3/26/2025,3/27/2025,Dott bike ride,Commute,Sale, $(1.35),
3/27/2025,3/30/2025,TKVLB           2404944,Food & Drink,Breakfast/Lunch, $(9.93),
3/27/2025,3/30/2025,ROYAL DE DIJON  2449541,Food & Drink,Dinner, $(9.74),
3/27/2025,3/28/2025,Delices et Gour 4978018,Food & Drink,Snacks, $(6.48),
3/27/2025,3/28/2025,LES DELICES DE  4227354,Food & Drink,Breakfast/Lunch, $(6.37),
3/27/2025,3/28/2025,Dott bike ride,Commute,Sale, $(1.35),
3/28/2025,3/30/2025,LE CAFE DE LA GA,Food & Drink,Dinner, $(21.69),
3/28/2025,3/30/2025,H&amp;R BLOCK TAX SOFTWARE,Bills & Utilities,Sale, $(19.95),
3/28/2025,3/30/2025,M OLIVIER GONOT,Groceries,Sale, $(11.90),Chicken
3/28/2025,3/30/2025,SC.BOULANGERIE,Food & Drink,Breakfast/Lunch, $(8.22),
3/28/2025,3/30/2025,Dott bike ride,Commute,Sale, $(1.35),
3/29/2025,3/30/2025,Dott bike ride,Commute,Sale, $(1.36),
3/29/2025,3/30/2025,Dott bike ride,Commute,Sale, $(1.36),
3/30/2025,3/31/2025,NOORA,Food & Drink,Dinner, $(16.81),
3/30/2025,3/31/2025,CHATEAU FONTAINE2344856,Entertainment,Sale, $(15.18),(Got this $$ back cash)
3/30/2025,3/31/2025,LA BASSEE,Food & Drink,Breakfast/Lunch, $(14.43),
3/30/2025,3/31/2025,BK BERCY,Food & Drink,Snacks, $(10.52),
3/30/2025,3/31/2025,Dott bike ride,Commute,Sale, $(1.36),
3/31/2025,4/1/2025,LIDL PARIS 13,Groceries,Sale, $(52.71),Lidl
3/31/2025,4/1/2025,RATP,Travel,Sale, $(24.40),Metro
3/31/2025,4/1/2025,Dott bike ride,Commute,Sale, $(2.60),
3/31/2025,4/1/2025,Dott bike ride,Commute,Sale, $(1.36),
3/31/2025,4/1/2025,Dott bike ride,Commute,Sale, $(1.36),
4/1/2025,4/2/2025,LIDL      3216,Groceries,Sale, $(9.41),Lidl
4/1/2025,4/2/2025,SC-DEUX FRERES,Groceries,Sale, $(8.14),Eggs
4/1/2025,4/2/2025,Dott bike ride,Commute,Sale, $(1.36),
4/1/2025,4/2/2025,Dott bike ride,Commute,Sale, $(1.36),
4/2/2025,4/3/2025,Dott bike ride,Commute,Sale, $(1.35),
4/2/2025,4/3/2025,Dott bike ride,Commute,Sale, $(1.35),
4/3/2025,4/4/2025,Dott bike ride,Commute,Sale, $(1.37),
4/3/2025,4/4/2025,Dott bike ride,Commute,Sale, $(1.37),
4/3/2025,4/4/2025,Dott bike ride,Commute,Sale, $(1.37),
4/4/2025,4/6/2025,LE CAFE DE LA GA,Food & Drink,Dinner, $(28.89),
4/4/2025,4/6/2025,APPLE.COM/BILL,Bills & Utilities,Sale, $(2.99),
4/4/2025,4/4/2025,PLAN FEE - FGT*SHAKYKNEES,Fees & Adjustments,Sale, $(2.74),
4/4/2025,4/6/2025,Dott bike ride,Commute,Sale, $(1.39),
4/5/2025,4/6/2025,MONOPRIX        4654640,Shopping,Sale, $(44.43),Picnic Blanket
4/5/2025,4/6/2025,Dott pass,Commute,Sale, $(11.10),
4/5/2025,4/6/2025,Dott bike ride,Commute,Sale, $(1.39),
4/5/2025,4/6/2025,Dott bike ride,Commute,Sale, $(1.39),
4/6/2025,4/7/2025,AU PAIN RUSTIQUE2012885,Food & Drink,Breakfast/Lunch, $(15.44),
4/6/2025,4/7/2025,SC-AUX DELICES D,Food & Drink,Snacks, $(6.44),
4/6/2025,4/7/2025,Dott bike ride,Commute,Sale, $(1.39),
4/6/2025,4/7/2025,Dott bike ride,Commute,Sale, $(1.39),
4/7/2025,4/9/2025,ROYAL DE DIJON  2449541,Food & Drink,Dinner, $(10.00),
4/7/2025,4/8/2025,Dott bike ride,Commute,Sale, $(1.70),
4/7/2025,4/8/2025,Dott bike ride,Commute,Sale, $(1.39),
4/8/2025,4/10/2025,BENCLAR,Clothes,Sale, $(154.73),Vingt et Un
4/8/2025,4/9/2025,LIDL      3216,Groceries,Sale, $(10.49),Lidl
4/8/2025,4/9/2025,Dott bike ride,Commute,Sale, $(1.38),
4/8/2025,4/9/2025,Dott bike ride,Commute,Sale, $(1.38),
4/9/2025,4/10/2025,Dott bike ride,Commute,Sale, $(1.37),
4/9/2025,4/10/2025,Dott bike ride,Commute,Sale, $(1.37),
4/10/2025,4/11/2025,Dott bike ride,Commute,Sale, $(1.39),
4/10/2025,4/11/2025,Dott bike ride,Commute,Sale, $(1.39),
4/11/2025,4/13/2025,ARMAND THIERY   4974610,Clothes,Sale, $(44.90),
4/11/2025,4/13/2025,C ET A          4305402,Clothes,Sale, $(44.90),
4/11/2025,4/13/2025,RATP,Travel,Sale, $(25.26),Metro
4/11/2025,4/13/2025,ROYAL DE DIJON  2449541,Food & Drink,Dinner, $(11.23),
4/11/2025,4/13/2025,Dott bike ride,Commute,Sale, $(1.40),
4/12/2025,4/13/2025,ARMAND THIERY   4974706,Clothes,Sale, $(149.09),Shirts
4/12/2025,4/13/2025,Dott bike ride,Commute,Sale, $(4.88),
4/12/2025,4/13/2025,Dott bike ride,Commute,Sale, $(1.43),
4/12/2025,4/13/2025,Dott bike ride,Commute,Sale, $(1.43),
4/12/2025,4/13/2025,Dott bike ride,Commute,Sale, $(1.43),
4/13/2025,4/13/2025,DOUBLE V        4002989,Food & Drink,Beer, $(28.10),Birthday
4/13/2025,4/15/2025,CHIPOTLE MEXICAN GRILL,Food & Drink,Dinner, $(17.44),
4/13/2025,4/14/2025,Dott bike ride,Commute,Sale, $(3.09),
4/14/2025,4/16/2025,ROYAL DE DIJON  2449541,Food & Drink,Dinner, $(10.32),
4/14/2025,4/15/2025,Dott bike ride,Commute,Sale, $(1.43),
4/14/2025,4/15/2025,Dott bike ride,Commute,Sale, $(1.43),
4/15/2025,4/16/2025,LIDL PARIS 13,Groceries,Sale, $(30.91),Lidl
4/15/2025,4/16/2025,M OLIVIER GONOT,Groceries,Sale, $(14.85),Chicken
4/15/2025,4/16/2025,Dott bike ride,Commute,Sale, $(4.86),
4/15/2025,4/16/2025,Dott bike ride,Commute,Sale, $(1.43),
4/15/2025,4/16/2025,Dott bike ride,Commute,Sale, $(1.43),
4/15/2025,4/16/2025,Dott bike ride,Commute,Sale, $3.39 ,
4/15/2025,4/15/2025,Free Mobile,Bills & Utilities,Sale, $(11.99),Technically Euros
4/16/2025,4/17/2025,Spotify USA,Bills & Utilities,Sale, $(11.99),
4/16/2025,4/17/2025,SAS   VASE,Groceries,Sale, $(10.12),Stis Market
4/16/2025,4/17/2025,Dott bike ride,Commute,Sale, $(1.42),
4/16/2025,4/17/2025,Dott bike ride,Commute,Sale, $(1.42),
4/17/2025,4/18/2025,Dott bike ride,Commute,Sale, $(1.43),
4/17/2025,4/18/2025,Dott bike ride,Commute,Sale, $(1.43),
4/18/2025,4/18/2025,THE KNOT REGISTRY,Gifts & Donations,Sale, $(76.88),Wedding Gift Garret
4/18/2025,4/20/2025,L ECRITOIRE,Shopping,Sale, $(14.26),Cards
4/18/2025,4/20/2025,ROULES BOULES,Food & Drink,Breakfast/Lunch, $(10.27),
4/19/2025,4/20/2025,ROYAL DE DIJON  2449541,Food & Drink,Dinner, $(10.26),
4/19/2025,4/20/2025,SAS   VASE,Groceries,Sale, $(6.72),Stis Market
4/19/2025,4/20/2025,Dott bike ride,Commute,Sale, $(1.43),
4/19/2025,4/20/2025,Dott bike ride,Commute,Sale, $(1.43),
4/20/2025,4/21/2025,LA PETITE SOEUR,Food & Drink,Dinner, $(24.52),
4/20/2025,4/22/2025,ECURIE,Food & Drink,Breakfast/Lunch, $(22.81),
4/20/2025,4/21/2025,Dott bike ride,Commute,Sale, $(1.43),
4/21/2025,4/22/2025,MS* PILOLYON,Travel,Sale, $(146.15),Hostel Lyon
4/21/2025,4/22/2025,SNCF-VOYAGEURS,Travel,Sale, $(107.20),Lyon SNCF
4/21/2025,4/22/2025,LIDL 3685,Groceries,Sale, $(27.37),Lidl
4/21/2025,4/22/2025,PARIS BREST,Food & Drink,Breakfast/Lunch, $(9.12),
4/21/2025,4/22/2025,Dott bike ride,Commute,Sale, $(1.43),
4/22/2025,4/23/2025,M OLIVIER GONOT,Groceries,Sale, $(11.58),Chicken
4/22/2025,4/23/2025,SC-DEUX FRERES,Groceries,Sale, $(7.99),Eggs
4/22/2025,4/23/2025,Dott bike ride,Commute,Sale, $(1.45),
4/22/2025,4/23/2025,Dott bike ride,Commute,Sale, $(1.45),
4/23/2025,4/24/2025,Dott bike ride,Commute,Sale, $(1.44),
4/23/2025,4/24/2025,Dott bike ride,Commute,Sale, $(1.44),
4/24/2025,4/25/2025,Dott bike ride,Commute,Sale, $(1.43),
4/24/2025,4/25/2025,Dott bike ride,Commute,Sale, $(1.43),
4/25/2025,4/27/2025,RATP,Travel,Sale, $(25.65),Metro
4/25/2025,4/27/2025,ROYAL DE DIJON  2449541,Food & Drink,Dinner, $(10.26),
4/25/2025,4/27/2025,Dott bike ride,Commute,Sale, $(1.43),
4/26/2025,4/27/2025,SHOTGUN* ATARASHI PARI,Entertainment,Sale, $(31.82),Concert
4/26/2025,4/27/2025,LES INNOCENTS,Food & Drink,Beer, $(7.98),
4/26/2025,4/28/2025,CLIOR DELICES   4222895,Food & Drink,Dinner, $(7.64),
4/26/2025,4/27/2025,LES INNOCENTS,Food & Drink,Beer, $(6.27),
4/26/2025,4/27/2025,Dott bike ride,Commute,Sale, $(1.42),
4/26/2025,4/27/2025,Dott bike ride,Commute,Sale, $(1.42),
4/26/2025,4/27/2025,Dott bike ride,Commute,Sale, $(1.42),
4/27/2025,4/27/2025,5RAP,Food & Drink,Beer, $(22.79),Concert Drinks? 
4/27/2025,4/28/2025,Dott bike ride,Commute,Sale, $(21.53),
4/27/2025,4/28/2025,PARIT1 COMPTOIRS,Food & Drink,Dinner, $(14.13),
4/27/2025,4/28/2025,SAS   VASE,Groceries,Sale, $(12.99),Stis Market
4/27/2025,4/28/2025,CHEZ TONG,Food & Drink,Beer, $(8.55),
4/27/2025,4/27/2025,MARCHE DS CHAMPS,Food & Drink,Beer, $(7.98),
4/27/2025,4/28/2025,ESPACE YOYO,Entertainment,Sale, $(6.84),Coat Check
4/27/2025,4/28/2025,Dott bike ride,Commute,Sale, $(4.84),
4/27/2025,4/27/2025,Dott bike ride,Commute,Sale, $(3.07),
4/27/2025,4/28/2025,Dott bike ride,Commute,Sale, $(1.42),
4/27/2025,4/28/2025,Dott bike ride,Commute,Sale, $(1.42),
4/27/2025,4/28/2025,Dott bike ride,Commute,Sale, $3.39 ,
4/28/2025,4/29/2025,LOU CANTOU,Food & Drink,Dinner, $(13.11),
4/28/2025,4/29/2025,Dott bike ride,Commute,Sale, $(1.42),
4/28/2025,4/29/2025,Dott bike ride,Commute,Sale, $(1.42),
4/29/2025,4/30/2025,LIDL 3685,Groceries,Sale, $(19.88),Lidl
4/29/2025,4/30/2025,SC-DEUX FRERES,Groceries,Sale, $(5.70),Eggs
4/29/2025,4/30/2025,Dott bike ride,Commute,Sale, $(1.43),
4/29/2025,4/30/2025,Dott bike ride,Commute,Sale, $(1.43),
4/29/2025,4/30/2025,Dott bike ride,Commute,Sale, $(1.43),
4/30/2025,5/1/2025,SNCF-VOYAGEURS,Travel,Sale, $(283.44),Marseille SNCF
4/30/2025,5/1/2025,SNCF-VOYAGEURS,Travel,Sale, $(205.72),Grenoble SNCF
4/30/2025,5/5/2025,WWW.HOSTELWORLD.COM,Travel,Sale, $(36.00),Hostel Marseille
4/30/2025,5/1/2025,WWW.HOTELVERTIGO.FR,Travel,Sale, $(23.81),Hostel Grenoble
4/30/2025,5/1/2025,Dott bike ride,Commute,Sale, $(1.43),
4/30/2025,5/1/2025,Dott bike ride,Commute,Sale, $(1.43),
5/2/2025,5/4/2025,M OLIVIER GONOT,Groceries,Sale, $(17.01),Chicken
5/2/2025,5/4/2025,Dott bike ride,Commute,Sale, $(1.42),
5/2/2025,5/4/2025,Dott bike ride,Commute,Sale, $(1.42),
5/3/2025,5/4/2025,LIDL      3216,Groceries,Sale, $(21.27),Lidl
5/3/2025,5/4/2025,Dott bike ride,Commute,Sale, $(1.42),
5/3/2025,5/4/2025,Dott bike ride,Commute,Sale, $(1.42),
5/4/2025,5/6/2025,7 SEVEN MART    2157511,Groceries,Groceries, $(17.07),
5/4/2025,5/5/2025,BOKIT FACTORY,Food & Drink,Breakfast/Lunch, $(9.67),
5/4/2025,5/5/2025,SC-BOUL.CYRANO,Food & Drink,Breakfast/Lunch, $(8.54),
5/4/2025,5/5/2025,APPLE.COM/BILL,Bills & Utilities,Sale, $(2.99),
5/4/2025,5/5/2025,Dott bike ride,Commute,Sale, $(1.42),
5/4/2025,5/5/2025,Dott bike ride,Commute,Sale, $(1.42),
5/5/2025,5/6/2025,Dott pass,Commute,Sale, $(11.37),
5/5/2025,5/5/2025,PLAN FEE - FGT*SHAKYKNEES,Fees & Adjustments,Sale, $(2.74),
5/5/2025,5/6/2025,Dott bike ride,Commute,Sale, $(1.42),
5/5/2025,5/6/2025,Dott bike ride,Commute,Sale, $(1.42),
5/6/2025,5/7/2025,Trip.com,Travel,Sale, $(220.49),Flight Oslo
5/6/2025,5/7/2025,M OLIVIER GONOT,Groceries,Sale, $(11.37),Chicken
5/6/2025,5/7/2025,SAS   VASE,Groceries,Sale, $(11.07),Stis Market
5/6/2025,5/7/2025,LES DELICES DE L2172260,Food & Drink,Breakfast/Lunch, $(6.82),
5/6/2025,5/7/2025,Dott bike ride,Commute,Sale, $(1.42),
5/6/2025,5/7/2025,Dott bike ride,Commute,Sale, $(1.42),
5/7/2025,5/8/2025,Dott bike ride,Commute,Sale, $(1.42),
5/7/2025,5/8/2025,Dott bike ride,Commute,Sale, $(1.42),
5/8/2025,5/9/2025,LA FINE MOUSSE,Food & Drink,Beer, $(10.24),
5/8/2025,5/9/2025,Dott bike ride,Commute,Sale, $(1.42),
5/8/2025,5/9/2025,Dott bike ride,Commute,Sale, $(1.42),
5/9/2025,5/11/2025,RATP,Travel,Sale, $(25.51),Metro
5/9/2025,5/11/2025,ROYAL DE DIJON  2449541,Food & Drink,Dinner, $(10.20),
5/9/2025,5/11/2025,la petite tradi 4959171,Food & Drink,Breakfast/Lunch, $(8.28),
5/9/2025,5/11/2025,L AMNESIA       4187009,Food & Drink,Snacks, $(5.56),
5/10/2025,5/11/2025,PHENIX BOL,Food & Drink,Dinner, $(18.25),
5/10/2025,5/12/2025,NOVETTINO       2132364,Food & Drink,Breakfast/Lunch, $(11.07),
5/10/2025,5/11/2025,XIN LONG,Food & Drink,Beer, $(9.60),
5/10/2025,5/11/2025,SC-COMPTOIR CHAR,Food & Drink,Snacks, $(8.06),
5/10/2025,5/11/2025,Dott bike ride,Commute,Sale, $(1.41),
5/10/2025,5/11/2025,Dott bike ride,Commute,Sale, $(1.41),
5/10/2025,5/11/2025,Dott bike ride,Commute,Sale, $(1.41),
5/11/2025,5/12/2025,PIZZA FAMILY R,Food & Drink,Dinner, $(16.38),
5/11/2025,5/12/2025,UGC BORNES BERCY2412499,Entertainment,Sale, $(10.05),Movie
5/11/2025,5/12/2025,UGC BORNES BERCY2412499,Food & Drink,Snacks, $(6.66),Snacks
5/11/2025,5/12/2025,Dott bike ride,Commute,Sale, $(1.41),
5/11/2025,5/12/2025,Dott bike ride,Commute,Sale, $(1.41),
5/11/2025,5/12/2025,Dott bike ride,Commute,Sale, $(1.41),
5/12/2025,5/13/2025,LIDL 3685,Groceries,Sale, $(30.52),Lidl
5/12/2025,5/14/2025,ROYAL DE DIJON  2449541,Food & Drink,Dinner, $(10.16),
5/12/2025,5/13/2025,Dott bike ride,Commute,Sale, $(4.80),
